"","Open","High","Low","Close","Volume","Adjusted"
"2015-01-02",72.699997,73.199997,71.889999,72.339996,2349200,72.339996
"2015-01-05",72.209999,72.43,71.57,71.980003,2403300,71.980003
"2015-01-06",71.949997,72.099998,69.879997,70.529999,2895400,70.529999
"2015-01-07",70.769997,71.290001,70.419998,71.110001,2378300,71.110001
"2015-01-08",71.400002,73.059998,71.309998,72.919998,2624200,72.919998
"2015-01-09",72.889999,73.129997,71.629997,71.839996,1730300,71.839996
"2015-01-12",72.129997,72.260002,70.75,71.120003,1337900,71.120003
"2015-01-13",71.949997,72.959999,69.949997,70.589996,2103800,70.589996
"2015-01-14",69.879997,70.400002,68.980003,69.989998,1927100,69.989998
"2015-01-15",71.709999,71.75,70.160004,70.290001,2839200,70.290001
"2015-01-16",70.029999,71.849998,70.029999,71.730003,2375300,71.730003
"2015-01-20",71.790001,71.989998,70.580002,71.489998,1588700,71.489998
"2015-01-21",71.160004,71.889999,70.370003,71.540001,1787900,71.540001
"2015-01-22",71.900002,73.650002,70.900002,73.480003,2178500,73.480003
"2015-01-23",73.440002,74.400002,73.059998,74.059998,1836100,74.059998
"2015-01-26",72.610001,73.150002,71.68,72.739998,3593700,72.739998
"2015-01-27",71.709999,72.360001,71.059998,71.459999,1798600,71.459999
"2015-01-28",71.540001,71.839996,70.07,70.25,2281100,70.25
"2015-01-29",70.029999,71.82,69.779999,71.639999,2538100,71.639999
"2015-01-30",71.32,71.669998,70.059998,70.129997,2331800,70.129997
"2015-02-02",70.440002,71.199997,69.040001,71.110001,2381900,71.110001
"2015-02-03",71.540001,71.970001,71,71.919998,1553300,71.919998
"2015-02-04",71.790001,72.620003,71.779999,72.279999,2165200,72.279999
"2015-02-05",72.470001,73.18,72.32,73.099998,1438800,73.099998
"2015-02-06",73.18,73.620003,72.239998,72.540001,1351300,72.540001
"2015-02-09",72.089996,72.980003,72.040001,72.330002,1627800,72.330002
"2015-02-10",72.940002,73.190002,72.110001,72.760002,1696200,72.760002
"2015-02-11",72.779999,73.139999,72.349998,73.010002,1600900,73.010002
"2015-02-12",73.599998,74.760002,73.309998,74.589996,2243500,74.589996
"2015-02-13",74.980003,76.620003,74.769997,76.510002,3819300,76.510002
"2015-02-17",76.669998,77.220001,76.309998,77.129997,1986600,77.129997
"2015-02-18",77.019997,78,76.800003,77.730003,1680300,77.730003
"2015-02-19",77.419998,77.940002,77.199997,77.730003,1556100,77.730003
"2015-02-20",77.760002,78.559998,77.199997,78.550003,1626900,78.550003
"2015-02-23",78.650002,78.690002,77.790001,78.099998,1455800,78.099998
"2015-02-24",78.029999,78.029999,77.080002,77.68,1954300,77.68
