"","Open","High","Low","Close","Volume","Adjusted"
"2015-05-28",247.029999,251.800003,245.050003,251.449997,3647300,251.449997
"2015-05-29",251,252.869995,249.429993,250.800003,3781700,250.800003
"2015-06-01",251.410004,251.600006,247.470001,249.449997,2505100,249.449997
"2015-06-02",248.919998,249.399994,246.300003,248.350006,2125800,248.350006
"2015-06-03",248.199997,250.720001,247.009995,248.990005,1781500,248.990005
"2015-06-04",247.5,249.300003,245.710007,245.919998,2453600,245.919998
"2015-06-05",246,249.699997,245.679993,249.139999,3022000,249.139999
"2015-06-08",250.850006,258.75,250.309998,256.290009,5001200,256.290009
"2015-06-09",255.399994,257.73999,254.139999,256,2611100,256
"2015-06-10",251.899994,254,248.5,250.699997,3454500,250.699997
"2015-06-11",253.259995,254.369995,250.429993,251.410004,2044100,251.410004
"2015-06-12",250.210007,253.460007,250.210007,250.690002,1422300,250.690002
"2015-06-15",249.699997,251.279999,246.009995,250.380005,2186200,250.380005
"2015-06-16",250.130005,253.440002,249.100006,253.119995,1984700,253.119995
"2015-06-17",252.169998,264.359985,252.020004,260.410004,5512900,260.410004
"2015-06-18",262,263.459991,260.019989,261.890015,2782700,261.890015
"2015-06-19",262.399994,263.799988,260.100006,262.51001,2463000,262.51001
"2015-06-22",262.149994,264.399994,255.690002,259.790009,4561100,259.790009
"2015-06-23",260.320007,268,258.570007,267.670013,3870800,267.670013
"2015-06-24",266.980011,267.350006,263.720001,265.170013,2412300,265.170013
"2015-06-25",266.450012,271.410004,265.25,268.790009,2849200,268.790009
"2015-06-26",268.890015,269.109985,266,267.089996,3838400,267.089996
"2015-06-29",261.950012,265.950012,260.700012,262.019989,3478900,262.019989
"2015-06-30",264.799988,270.920013,264,268.26001,3086900,268.26001
"2015-07-01",271.109985,272.619995,267.850006,269.149994,2101200,269.149994
"2015-07-02",280.200012,282.450012,273.309998,280.019989,7163900,280.019989
"2015-07-06",278.880005,281.690002,276.299988,279.720001,4121900,279.720001
"2015-07-07",275,275.200012,260.769989,267.880005,6105100,267.880005
"2015-07-08",259.320007,260.799988,254.309998,254.960007,6221100,254.960007
"2015-07-09",259.079987,262.950012,256.790009,257.920013,3334100,257.920013
"2015-07-10",262.220001,263,257.820007,259.149994,2610900,259.149994
"2015-07-13",262.25,262.549988,256.049988,262.160004,2960300,262.160004
"2015-07-14",262.100006,265.98999,260.51001,265.649994,1907600,265.649994
"2015-07-15",266.73999,267.48999,262.079987,263.140015,2021600,263.140015
"2015-07-16",264.220001,267.200012,263.160004,266.679993,1616000,266.679993
"2015-07-17",272.5,275.540009,268.25,274.660004,5004100,274.660004
"2015-07-20",275,286.649994,272.540009,282.26001,4978500,282.26001
"2015-07-21",270.049988,273.5,266.549988,266.769989,6108700,266.769989
"2015-07-22",261.269989,269.440002,260.859985,267.869995,3105000,267.869995
"2015-07-23",269.649994,269.899994,265.269989,267.200012,2227200,267.200012
"2015-07-24",267.380005,271.089996,263.920013,265.410004,2836500,265.410004
"2015-07-27",262.429993,264.429993,250.789993,253.009995,4694200,253.009995
"2015-07-28",255.75,265.399994,251.839996,264.820007,3895800,264.820007
"2015-07-29",264.269989,267.890015,262,263.820007,2790100,263.820007
"2015-07-30",262.690002,266.940002,262.109985,266.790009,2034600,266.790009
"2015-07-31",267.600006,269.359985,265.119995,266.149994,2222600,266.149994
"2015-08-03",266.290009,266.709991,257.070007,259.98999,2553500,259.98999
"2015-08-04",260.01001,266.720001,258.339996,266.279999,2352500,266.279999
"2015-08-05",263.579987,271,260.399994,270.130005,6214300,270.130005
"2015-08-06",249.539993,255,236.119995,246.130005,14623800,246.130005
"2015-08-07",243.580002,243.729996,238.389999,242.509995,5073400,242.509995
"2015-08-10",238.149994,242.970001,236.050003,241.139999,4185900,241.139999
"2015-08-11",237.149994,239.300003,234.440002,237.369995,4253300,237.369995
"2015-08-12",235,239.770004,232.740005,238.169998,3728000,238.169998
"2015-08-13",239.860001,246.479996,239.119995,242.509995,4689200,242.509995
"2015-08-14",247.240005,247.929993,241.770004,243.149994,4351700,243.149994
"2015-08-17",255.559998,256.589996,250.509995,254.990005,7176700,254.990005
"2015-08-18",255.380005,260.950012,253.559998,260.720001,4195000,260.720001
"2015-08-19",260.329987,260.649994,255.020004,255.25,3604300,255.25
"2015-08-20",252.059998,254.559998,241.899994,242.179993,4905800,242.179993
"2015-08-21",236,243.800003,230.509995,230.770004,6590200,230.770004
"2015-08-24",202.789993,231.399994,195,218.869995,9581600,218.869995
"2015-08-25",230.520004,230.899994,219.119995,220.029999,4327300,220.029999
"2015-08-26",227.929993,228,215.509995,224.839996,4963000,224.839996
"2015-08-27",231,244.75,230.809998,242.990005,7656000,242.990005
"2015-08-28",241.860001,251.449997,241.570007,248.479996,5513700,248.479996
"2015-08-31",245.619995,254.949997,245.509995,249.059998,4680800,249.059998
"2015-09-01",240.339996,246,236.970001,238.630005,5454800,238.630005
"2015-09-02",245.300003,247.880005,239.779999,247.690002,4629200,247.690002
"2015-09-03",252.059998,252.080002,245,245.570007,4194800,245.570007
"2015-09-04",240.889999,244.089996,238.199997,241.929993,3689200,241.929993
"2015-09-08",245.050003,249.160004,244.050003,248.169998,3138200,248.169998
"2015-09-09",252.050003,254.25,248.300003,248.910004,3384700,248.910004
"2015-09-10",247.229996,250.720001,245.330002,248.479996,2709000,248.479996
"2015-09-11",247.639999,250.240005,244.729996,250.240005,2350800,250.240005
"2015-09-14",251.100006,254.25,249.669998,253.190002,2890900,253.190002
"2015-09-15",252.75,254.600006,249.5,253.570007,2929300,253.570007
"2015-09-16",253.039993,262.880005,252.880005,262.25,4417100,262.25
"2015-09-17",263.959991,265.5,260.690002,262.070007,3585800,262.070007
"2015-09-18",257.959991,263.820007,257.5,260.619995,3739800,260.619995
"2015-09-21",263.980011,271.570007,255.800003,264.200012,6120200,264.200012
"2015-09-22",259.029999,262.649994,255.869995,260.940002,3664400,260.940002
"2015-09-23",261.950012,262.079987,257.579987,261.059998,2600800,261.059998
"2015-09-24",259.529999,263.450012,256.209991,263.119995,3448200,263.119995
"2015-09-25",266.609985,266.910004,256.149994,256.910004,3773400,256.910004
"2015-09-28",257.350006,259.790009,246.610001,248.429993,4901100,248.429993
"2015-09-29",250.460007,254.729996,245.460007,246.649994,3703200,246.649994
"2015-09-30",252,252.399994,242.339996,248.399994,4923300,248.399994
"2015-10-01",247.509995,248.5,237.130005,239.880005,4573000,239.880005
"2015-10-02",235.600006,247.699997,234.929993,247.570007,4424000,247.570007
"2015-10-05",248.839996,249.839996,244.130005,246.149994,3689900,246.149994
"2015-10-06",240,243.029999,235.580002,241.460007,5225200,241.460007
"2015-10-07",236.630005,237.699997,229.119995,231.960007,6814000,231.960007
"2015-10-08",230.080002,230.720001,221.309998,226.720001,6133200,226.720001
"2015-10-09",220.929993,224.369995,218.360001,220.690002,6158400,220.690002
"2015-10-12",222.990005,223,215.270004,215.580002,3836300,215.580002
"2015-10-13",213.279999,222.520004,211.130005,219.25,5171500,219.25
"2015-10-14",220.669998,220.949997,215.429993,216.880005,3104400,216.880005
"2015-10-15",216.429993,221.729996,213.699997,221.309998,2844200,221.309998
"2015-10-16",223.039993,230.479996,222.869995,227.009995,4334500,227.009995
"2015-10-19",226.5,231.149994,224.940002,228.100006,2507900,228.100006
"2015-10-20",227.720001,228.600006,202,213.029999,14863300,213.029999
"2015-10-21",211.990005,214.809998,208.800003,210.089996,4151500,210.089996
"2015-10-22",211.559998,215.75,209.399994,211.720001,2825200,211.720001
"2015-10-23",215,215.350006,207.690002,209.089996,4235500,209.089996
"2015-10-26",211.380005,215.880005,210,215.259995,3391400,215.259995
"2015-10-27",214.839996,217.100006,207.509995,210.350006,3519400,210.350006
"2015-10-28",211.309998,213.449997,208.300003,212.960007,2728600,212.960007
"2015-10-29",211.75,213.75,210.639999,211.630005,1782400,211.630005
"2015-10-30",210.399994,211.630005,203.889999,206.929993,4438900,206.929993
"2015-11-02",208.919998,215.800003,207.220001,213.789993,3927900,213.789993
"2015-11-03",213.850006,214.440002,207.75,208.350006,8332500,208.350006
"2015-11-04",227,232.740005,225.199997,231.630005,12706700,231.630005
"2015-11-05",230.580002,234.580002,229.190002,231.770004,4496800,231.770004
"2015-11-06",230.699997,233.360001,229.5,232.360001,2445300,232.360001
"2015-11-09",232.990005,232.990005,224.309998,225.330002,3850900,225.330002
"2015-11-10",223.479996,223.699997,216.080002,216.5,4617000,216.5
"2015-11-11",217.770004,219.479996,213.630005,219.080002,3347800,219.080002
"2015-11-12",217.850006,219,212.660004,212.940002,2915900,212.940002
"2015-11-13",212.949997,212.990005,206.520004,207.190002,3430300,207.190002
"2015-11-16",206.089996,214.979996,205.800003,214.309998,2925400,214.309998
"2015-11-17",215.199997,216,211.399994,214,2148700,214
"2015-11-18",214.5,221.380005,212.520004,221.070007,2811900,221.070007
"2015-11-19",220.539993,226.190002,220.300003,221.800003,2504400,221.800003
"2015-11-20",223.490005,225,213.580002,220.009995,4400700,220.009995
"2015-11-23",217.350006,219.179993,214.679993,217.75,2526200,217.75
"2015-11-24",215.369995,221,215,218.25,2480300,218.25
"2015-11-25",221.339996,230.830002,220.380005,229.639999,3990800,229.639999
"2015-11-27",231.059998,232.25,227.009995,231.610001,1949400,231.610001
"2015-11-30",231.789993,234.279999,229.080002,230.259995,2659800,230.259995
"2015-12-01",231.059998,238,231.050003,237.190002,3734000,237.190002
"2015-12-02",237,238.600006,231.229996,231.990005,2981500,231.990005
"2015-12-03",235.479996,237.449997,230,232.710007,2939600,232.710007
"2015-12-04",232.460007,233.270004,227.660004,230.380005,2573600,230.380005
"2015-12-07",227.699997,235.630005,226.149994,231.130005,3144200,231.130005
"2015-12-08",227.520004,228.800003,224.199997,226.720001,2687600,226.720001
"2015-12-09",226.699997,227.5,220.720001,224.520004,3057800,224.520004
"2015-12-10",224.710007,228.490005,223.639999,227.070007,2067000,227.070007
"2015-12-11",225.240005,225.75,216.639999,217.020004,3268700,217.020004
"2015-12-14",217.509995,220.919998,214.869995,218.580002,2827100,218.580002
"2015-12-15",221.820007,222.220001,218,221.089996,2244400,221.089996
"2015-12-16",222.100006,234.880005,220.729996,234.509995,5104300,234.509995
"2015-12-17",233.940002,237.759995,229.809998,233.389999,3298600,233.389999
"2015-12-18",232.889999,235.899994,229.289993,230.460007,3014200,230.460007
"2015-12-21",231.690002,235.830002,231.080002,232.559998,1953200,232.559998
"2015-12-22",234.990005,236.550003,229.630005,229.949997,1958700,229.949997
"2015-12-23",232.179993,233.449997,228.130005,229.699997,1555000,229.699997
"2015-12-24",230.559998,231.880005,228.279999,230.570007,710300,230.570007
"2015-12-28",231.490005,231.979996,225.539993,228.949997,1900200,228.949997
"2015-12-29",230.059998,237.720001,229.550003,237.190002,2406300,237.190002
"2015-12-30",236.600006,243.630005,235.669998,238.089996,3697900,238.089996
"2015-12-31",238.509995,243.449997,238.369995,240.009995,2715000,240.009995
"2016-01-04",230.720001,231.380005,219,223.410004,6827100,223.410004
"2016-01-05",226.360001,226.889999,220,223.429993,3186800,223.429993
"2016-01-06",220,220.050003,215.979996,219.039993,3779100,219.039993
"2016-01-07",214.190002,218.440002,213.669998,215.649994,3554300,215.649994
"2016-01-08",217.860001,220.440002,210.770004,211,3628100,211
"2016-01-11",214.009995,214.449997,203,207.850006,4089700,207.850006
"2016-01-12",211.600006,213.740005,205.309998,209.970001,3091900,209.970001
"2016-01-13",212.009995,212.649994,200,200.309998,4126400,200.309998
"2016-01-14",202.210007,210,193.380005,206.179993,6490700,206.179993
"2016-01-15",198.970001,205.070007,197.25,204.990005,5578600,204.990005
"2016-01-19",208.710007,210.470001,200.779999,204.720001,4038700,204.720001
"2016-01-20",199.399994,201.279999,191.25,198.699997,5838600,198.699997
"2016-01-21",201.550003,203.229996,195.020004,199.970001,3166200,199.970001
"2016-01-22",204.800003,205.5,199.029999,202.550003,3124100,202.550003
"2016-01-25",200.059998,203.570007,195.880005,196.380005,2698700,196.380005
"2016-01-26",196.699997,197.820007,188.880005,193.559998,4946800,193.559998
"2016-01-27",192.380005,193.259995,185.770004,188.070007,3617200,188.070007
"2016-01-28",190.789993,191.279999,182.410004,189.699997,4592800,189.699997
"2016-01-29",189.949997,193.740005,188.080002,191.199997,2852300,191.199997
"2016-02-01",188.759995,199.520004,182.75,196.940002,5297600,196.940002
"2016-02-02",192.419998,193.119995,180.229996,182.779999,5773600,182.779999
"2016-02-03",183.589996,183.940002,170.179993,173.479996,7931400,173.479996
"2016-02-04",170.699997,175.979996,166.990005,175.330002,4363900,175.330002
"2016-02-05",171.300003,173,157.740005,162.600006,9437600,162.600006
"2016-02-08",157.100006,157.149994,146,147.990005,9313000,147.990005
"2016-02-09",142.320007,159.789993,141.050003,148.25,8575100,148.25
"2016-02-10",150.5,154.970001,141.740005,143.669998,10406500,143.669998
"2016-02-11",152,163.259995,147,150.470001,14252400,150.470001
"2016-02-12",155,157.009995,143.699997,151.039993,7235800,151.039993
"2016-02-16",158.699997,162.949997,154.110001,155.169998,5593800,155.169998
"2016-02-17",159,169.339996,156.679993,168.679993,5825200,168.679993
"2016-02-18",172.419998,172.949997,164.770004,166.770004,3887600,166.770004
"2016-02-19",163.660004,167.490005,162.5,166.580002,2959400,166.580002
"2016-02-22",170.119995,178.910004,169.850006,177.740005,5060100,177.740005
"2016-02-23",176.160004,181.729996,173.679993,177.210007,5984400,177.210007
"2016-02-24",172.75,179.5,167.839996,179,5395600,179
"2016-02-25",178.649994,188.520004,175.199997,187.429993,5720500,187.429993
"2016-02-26",188.699997,192,185,190.339996,6065100,190.339996
"2016-02-29",192.399994,196.350006,189.220001,191.929993,4499000,191.929993
"2016-03-01",194.25,195.949997,182.699997,186.350006,6712200,186.350006
"2016-03-02",183.729996,188.520004,181.5,188.339996,4862400,188.339996
"2016-03-03",188.279999,197.419998,184.220001,195.740005,4820500,195.740005
"2016-03-04",198,204.029999,197.5,201.039993,6489100,201.039993
"2016-03-07",197.679993,209.699997,197.399994,205.289993,5329400,205.289993
"2016-03-08",203.5,207.5,202.199997,202.600006,4178700,202.600006
"2016-03-09",204.520004,209.369995,202.789993,208.720001,3208600,208.720001
"2016-03-10",210,213.289993,200.669998,205.179993,5183200,205.179993
"2016-03-11",207.929993,209.419998,205.330002,207.5,3343100,207.5
"2016-03-14",212.649994,216.720001,210.639999,215.149994,4065700,215.149994
"2016-03-15",214.270004,218.970001,211.5,218.339996,3180500,218.339996
"2016-03-16",218,222.580002,217.020004,221.929993,3516700,221.929993
"2016-03-17",221.470001,228.5,220,226.380005,3782900,226.380005
"2016-03-18",229.100006,234.479996,228.059998,232.740005,4711800,232.740005
"2016-03-21",235.339996,239.880005,235,238.320007,5307800,238.320007
"2016-03-22",237.210007,238.990005,232.559998,234.240005,4316000,234.240005
"2016-03-23",232.369995,234.729996,222.029999,222.580002,4948800,222.580002
"2016-03-24",215.779999,228.889999,215,227.75,4960900,227.75
"2016-03-28",231.610001,234.809998,225,230.259995,3925700,230.259995
"2016-03-29",229.889999,232.380005,225.330002,230.130005,4004900,230.130005
"2016-03-30",235.089996,235.5,226.5,226.889999,4033000,226.889999
"2016-03-31",229.339996,237.419998,225.009995,229.770004,8012900,229.770004
"2016-04-01",244.830002,247.899994,233.25,237.589996,15997500,237.589996
"2016-04-04",249.119995,252.119995,243.639999,246.990005,13475300,246.990005
"2016-04-05",240.5,256.559998,240,255.470001,9948700,255.470001
"2016-04-06",253.970001,267.73999,253.449997,265.420013,11679900,265.420013
"2016-04-07",266.450012,269.339996,254.509995,257.200012,8856200,257.200012
"2016-04-08",260.5,260.820007,248.020004,250.070007,7363900,250.070007
"2016-04-11",251,258.98999,245.300003,249.919998,9161700,249.919998
"2016-04-12",249.5,251.800003,243.630005,247.820007,5750800,247.820007
"2016-04-13",248.509995,255.5,247.330002,254.529999,4925600,254.529999
"2016-04-14",253,256.839996,251.050003,251.860001,4120000,251.860001
"2016-04-15",251.309998,254.600006,249.119995,254.509995,3752400,254.509995
"2016-04-18",252.229996,258.309998,251.660004,253.880005,4261800,253.880005
"2016-04-19",253.119995,254.369995,241.25,247.369995,6357500,247.369995
"2016-04-20",246.259995,253.660004,241.5,249.970001,5194100,249.970001
"2016-04-21",248.990005,250.899994,246.910004,248.289993,2783100,248.289993
"2016-04-22",248.889999,254,245.710007,253.75,3786300,253.75
"2016-04-25",253.009995,257.380005,250.759995,251.820007,3670300,251.820007
"2016-04-26",252.050003,255.729996,249.389999,253.740005,3223800,253.740005
"2016-04-27",252.75,255,249.399994,251.470001,3205800,251.470001
"2016-04-28",249.850006,253.429993,247.440002,247.710007,2519000,247.710007
"2016-04-29",248.139999,248.429993,237.809998,240.759995,5413800,240.759995
"2016-05-02",241.5,243.190002,234.820007,241.800003,3843900,241.800003
"2016-05-03",237.360001,238.910004,231.619995,232.320007,4302200,232.320007
"2016-05-04",230.289993,234.460007,220.399994,222.559998,8262500,222.559998
"2016-05-05",228.460007,228.639999,209.789993,211.529999,11254800,211.529999
"2016-05-06",210.869995,216.369995,208.110001,214.929993,5685200,214.929993
"2016-05-09",215.720001,216.149994,206.800003,208.919998,4776400,208.919998
"2016-05-10",207.550003,209.470001,205,208.690002,4065200,208.690002
"2016-05-11",207.589996,215.479996,206.050003,208.960007,5161900,208.960007
"2016-05-12",211.440002,211.669998,203.660004,207.279999,3650500,207.279999
"2016-05-13",207.779999,211.199997,206.699997,207.610001,2822800,207.610001
"2016-05-16",208.149994,213.149994,207.919998,208.289993,2949400,208.289993
"2016-05-17",209.050003,209.820007,204.020004,204.660004,2843600,204.660004
"2016-05-18",209.149994,215.309998,207.75,211.169998,5617500,211.169998
"2016-05-19",213.619995,216.789993,207.300003,215.210007,6866300,215.210007
"2016-05-20",216.990005,220.550003,216.350006,220.279999,9007100,220.279999
"2016-05-23",219.869995,222.600006,215.860001,216.220001,5093200,216.220001
"2016-05-24",216.600006,218.740005,215.179993,217.910004,3013800,217.910004
"2016-05-25",217.910004,221.360001,216.509995,219.580002,3126800,219.580002
"2016-05-26",220.5,225.259995,219.050003,225.119995,4064000,225.119995
"2016-05-27",224.990005,225.929993,220.75,223.039993,3650300,223.039993
"2016-05-31",223.039993,224.75,221.5,223.229996,2789000,223.229996
"2016-06-01",221.479996,222.399994,216.889999,219.559998,2982700,219.559998
"2016-06-02",219.589996,219.910004,217.110001,218.960007,2009400,218.960007
"2016-06-03",220,221.940002,218.009995,218.990005,2229000,218.990005
"2016-06-06",218,220.899994,215.449997,220.679993,2249500,220.679993
"2016-06-07",222.240005,234.440002,221.520004,232.339996,6213600,232.339996
"2016-06-08",233.800003,240.850006,232.610001,235.520004,5972000,235.520004
"2016-06-09",234.979996,235.330002,227.059998,229.360001,4492100,229.360001
"2016-06-10",227.389999,227.970001,218.419998,218.789993,6026600,218.789993
"2016-06-13",219.5,225.770004,217.660004,217.869995,4193000,217.869995
"2016-06-14",218.880005,222.199997,212.529999,214.960007,3580200,214.960007
"2016-06-15",216.949997,221.899994,215.130005,217.699997,2908500,217.699997
"2016-06-16",217.419998,218.039993,213.5,217.929993,2440300,217.929993
"2016-06-17",217.809998,219.990005,214.5,215.470001,3112600,215.470001
"2016-06-20",219.5,223.75,218.229996,219.699997,3555500,219.699997
"2016-06-21",220.679993,222.570007,218.809998,219.610001,4529000,219.610001
"2016-06-22",199.470001,205.949997,195.75,196.660004,23742400,196.660004
"2016-06-23",195.690002,197.550003,192.130005,196.399994,10130700,196.399994
"2016-06-24",190.050003,195.119995,189.729996,193.149994,7026500,193.149994
"2016-06-27",190.860001,198.809998,187.869995,198.550003,7205400,198.550003
"2016-06-28",201.889999,204.050003,199.410004,201.789993,6212400,201.789993
"2016-06-29",205.130005,211.779999,203,210.190002,5994900,210.190002
"2016-06-30",212.970001,213.5,209.020004,212.279999,4843100,212.279999
"2016-07-01",206.139999,218.240005,206,216.5,5400000,216.5
"2016-07-05",209.729996,214.539993,208,213.979996,5175300,213.979996
"2016-07-06",210,215.229996,209,214.440002,4919900,214.440002
"2016-07-07",213.100006,218.119995,213.009995,215.940002,3599700,215.940002
"2016-07-08",217.800003,219.809998,214.5,216.779999,4074800,216.779999
"2016-07-11",219.960007,226.779999,219.509995,224.779999,5429800,224.779999
"2016-07-12",224.100006,227.5,223.220001,224.649994,4571300,224.649994
"2016-07-13",225.5,225.589996,220.289993,222.529999,3567100,222.529999
"2016-07-14",223.119995,224.940002,221.050003,221.529999,2675800,221.529999
"2016-07-15",222.520004,222.75,219.639999,220.399994,2234200,220.399994
"2016-07-18",219.639999,227.089996,218.300003,226.25,3412100,226.25
"2016-07-19",225,229.100006,224.75,225.259995,3115100,225.259995
