"","Open","High","Low","Close","Volume","Adjusted"
"2015-08-06",65.309998,66.209999,64.660004,65.660004,2304200,65.660004
"2015-08-07",65.400002,66.120003,63.669998,63.810001,1859900,63.810001
"2015-08-10",64.739998,67.489998,64.18,66.709999,2596500,66.709999
"2015-08-11",65.779999,67.089996,64.610001,65.839996,2699200,65.839996
"2015-08-12",64.879997,66.440002,64.029999,66.269997,1985600,66.269997
"2015-08-13",66.629997,66.830002,64.139999,64.309998,2266100,64.309998
"2015-08-14",64.269997,65.389999,64.269997,65.330002,1710300,65.330002
"2015-08-17",65.160004,65.660004,64.199997,65.580002,1130300,65.580002
"2015-08-18",65.099998,65.93,65.099998,65.510002,1569200,65.510002
"2015-08-19",65.110001,66.629997,64.910004,65.559998,1989500,65.559998
"2015-08-20",64.650002,66.389999,64.529999,64.550003,2328900,64.550003
"2015-08-21",63.07,63.900002,61.630001,61.66,2585700,61.66
"2015-08-24",56.880001,63.959999,56.66,60.919998,4292600,60.919998
"2015-08-25",63.470001,63.790001,60.799999,60.830002,3131900,60.830002
"2015-08-26",62.279999,63.59,60.970001,63.509998,2479800,63.509998
"2015-08-27",65,68.769997,64.629997,68.300003,3243300,68.300003
"2015-08-28",67.919998,69.209999,66.519997,67.059998,2298400,67.059998
"2015-08-31",66.800003,69.580002,66.209999,69.330002,2350700,69.330002
"2015-09-01",67.309998,67.919998,65.010002,65.339996,2348200,65.339996
"2015-09-02",67.510002,68.959999,65.510002,67.360001,2645500,67.360001
"2015-09-03",67.5,68.809998,66.279999,67.830002,2652100,67.830002
"2015-09-04",66.620003,67.010002,65.160004,66.080002,1544000,66.080002
"2015-09-08",67.470001,68.230003,66.379997,67.989998,1564000,67.989998
"2015-09-09",68.940002,71.980003,67.959999,69.220001,3715300,69.220001
"2015-09-10",69.120003,70.470001,68.57,68.980003,1782900,68.980003
"2015-09-11",68.300003,69.540001,67.610001,69.449997,1250400,69.449997
"2015-09-14",69.169998,69.43,67.400002,67.629997,1776200,67.629997
"2015-09-15",67.790001,69.949997,67.790001,69.830002,1391900,69.830002
"2015-09-16",69.980003,72.459999,69.82,72.279999,2316600,72.279999
"2015-09-17",71.790001,72.190002,69.330002,69.599998,3133100,69.599998
"2015-09-18",68.190002,68.669998,66.599998,67.129997,2765000,67.129997
"2015-09-21",67.910004,68.620003,67.07,67.610001,1924800,67.610001
"2015-09-22",66.519997,67.199997,65.669998,66.699997,1712400,66.699997
"2015-09-23",66.760002,66.93,62.57,63.299999,2627500,63.299999
"2015-09-24",62.049999,62.720001,59.07,61.810001,3364800,61.810001
"2015-09-25",64.480003,64.870003,62.23,62.799999,2560500,62.799999
"2015-09-28",62.299999,62.459999,59.330002,59.48,2168500,59.48
"2015-09-29",59.68,60.490002,58.619999,59.939999,1527100,59.939999
"2015-09-30",60.599998,61.73,59.299999,60.049999,2321600,60.049999
"2015-10-01",60.580002,61.970001,59.459999,59.84,3333500,59.84
"2015-10-02",59,59.68,57.41,59.650002,3803000,59.650002
"2015-10-05",60.5,65.029999,60.450001,64.410004,2624200,64.410004
"2015-10-06",64.370003,66.32,64.269997,65.730003,2256600,65.730003
"2015-10-07",66.779999,69.230003,65.93,67.900002,3148100,67.900002
"2015-10-08",68.18,71.529999,67.599998,70.529999,2639300,70.529999
"2015-10-09",71.059998,72.050003,69.620003,70.760002,2170600,70.760002
"2015-10-12",70.510002,70.739998,68.940002,69.519997,1708400,69.519997
"2015-10-13",68.75,71.949997,68.010002,70.010002,2326000,70.010002
"2015-10-14",69.959999,71.010002,68.879997,70.199997,2062000,70.199997
"2015-10-15",69.5,69.879997,67.019997,69.269997,2568900,69.269997
"2015-10-16",69.18,69.18,66.040001,66.889999,2777000,66.889999
"2015-10-19",66.470001,66.93,65.019997,65.389999,2218400,65.389999
"2015-10-20",65.019997,67.730003,64.220001,66.209999,2850100,66.209999
"2015-10-21",66.68,68.199997,65.010002,67.199997,3384600,67.199997
"2015-10-22",69.82,74.849998,69.279999,73.900002,5773500,73.900002
"2015-10-23",74.150002,75.970001,73.099998,73.959999,2677600,73.959999
"2015-10-26",74.139999,75,73.120003,73.849998,2215600,73.849998
"2015-10-27",72.470001,73.290001,71.230003,71.980003,1568300,71.980003
"2015-10-28",72.32,75.150002,71.93,74.690002,1608700,74.690002
"2015-10-29",73.949997,75.419998,73.269997,74.260002,1353600,74.260002
"2015-10-30",74.620003,75.510002,73.949997,74.860001,1514300,74.860001
"2015-11-02",74.839996,76.580002,74.730003,76.040001,1332200,76.040001
"2015-11-03",75.900002,78.089996,75.650002,76.970001,1821300,76.970001
"2015-11-04",77.339996,77.919998,75.980003,76.559998,959700,76.559998
"2015-11-05",76.389999,78.620003,75.690002,78.339996,2017800,78.339996
"2015-11-06",77.449997,80.18,77.019997,79.839996,1954100,79.839996
"2015-11-09",79.400002,79.959999,76.18,77.5,1846300,77.5
"2015-11-10",77.169998,78.089996,76.279999,77.720001,1305100,77.720001
"2015-11-11",77.970001,77.970001,76.669998,76.989998,1321100,76.989998
"2015-11-12",75.459999,76.32,73.32,73.489998,2541800,73.489998
"2015-11-13",73.529999,74.82,73.110001,74.139999,1879500,74.139999
"2015-11-16",74.059998,75.290001,73.629997,74.75,1575900,74.75
"2015-11-17",76.220001,77.860001,75.410004,75.660004,1999200,75.660004
"2015-11-18",76.120003,77.209999,75.839996,76.989998,1425700,76.989998
"2015-11-19",76.470001,76.959999,75.019997,75.559998,1413000,75.559998
"2015-11-20",75.989998,76.93,75.239998,75.580002,1163300,75.580002
"2015-11-23",75.400002,76.470001,75.349998,76.139999,1318600,76.139999
"2015-11-24",75.870003,78.360001,75.75,77.410004,2109900,77.410004
"2015-11-25",77.730003,78.599998,76.410004,77.879997,1177800,77.879997
"2015-11-27",77.32,78.199997,76.800003,77.160004,454100,77.160004
"2015-11-30",77.360001,79.18,77.129997,78.669998,1434500,78.669998
"2015-12-01",78.629997,79.32,77.43,78.410004,1528200,78.410004
"2015-12-02",77.849998,78.190002,75.580002,76.209999,1495600,76.209999
"2015-12-03",76.580002,77.620003,74.550003,75.199997,1578600,75.199997
"2015-12-04",74.699997,75.470001,73.989998,74.139999,1666100,74.139999
"2015-12-07",73.300003,73.529999,69.699997,70.459999,2664300,70.459999
"2015-12-08",68.800003,69.779999,67.5,67.93,2744700,67.93
"2015-12-09",69.870003,72.660004,69.779999,71.07,2620400,71.07
"2015-12-10",70.690002,72.089996,70.57,71.040001,1317600,71.040001
"2015-12-11",69.620003,70.510002,67.279999,67.559998,1841100,67.559998
"2015-12-14",67.07,67.279999,64.029999,66.129997,2548300,66.129997
"2015-12-15",67.209999,68.910004,66.959999,67.580002,1676300,67.580002
"2015-12-16",68.220001,69.389999,67.540001,69.230003,1617400,69.230003
"2015-12-17",69.230003,69.230003,66.870003,66.900002,1712000,66.900002
"2015-12-18",66.709999,68.25,66.029999,67.18,2670500,67.18
"2015-12-21",67.5,70.150002,67.360001,69.050003,2029600,69.050003
"2015-12-22",69.309998,72.669998,69.050003,72.050003,2131300,72.050003
"2015-12-23",72.779999,75.089996,72.510002,74.82,2115200,74.82
"2015-12-24",74.760002,75.440002,74.5,74.599998,779900,74.599998
"2015-12-28",73.43,73.75,71.059998,72.470001,1524600,72.470001
"2015-12-29",73.080002,73.870003,72.309998,73.32,1127100,73.32
"2015-12-30",72.800003,73.599998,72.400002,72.68,1091100,72.68
"2015-12-31",72.07,73.120003,71.989998,72.540001,1539700,72.540001
"2016-01-04",71.110001,71.510002,68.730003,70.760002,2257300,70.760002
"2016-01-05",70.849998,71.300003,69.389999,70.050003,1605700,70.050003
"2016-01-06",68.75,69.139999,66.010002,66.699997,2748800,66.699997
"2016-01-07",64.889999,64.959999,61.709999,62.360001,3385600,62.360001
"2016-01-08",63.049999,63.779999,61.509998,61.810001,2025500,61.810001
"2016-01-11",62.169998,62.360001,59.77,60.959999,1678700,60.959999
"2016-01-12",61.990002,63.849998,59.66,61.279999,2168200,61.279999
"2016-01-13",61.959999,63.52,56.599998,57.740002,2824900,57.740002
"2016-01-14",58.23,58.32,54.669998,57.139999,3572800,57.139999
"2016-01-15",55.560001,56,53.610001,54.900002,3140200,54.900002
"2016-01-19",56.02,56.689999,52.970001,54,2458900,54
"2016-01-20",52.380001,55.009998,50.25,54.41,2871400,54.41
"2016-01-21",54.400002,56.93,53.700001,55.310001,2712400,55.310001
"2016-01-22",57.139999,59.650002,55.869999,57.740002,2617300,57.740002
"2016-01-25",56.68,57.119999,54.509998,54.639999,3017300,54.639999
"2016-01-26",55.25,56.93,54.709999,56.889999,2555800,56.889999
"2016-01-27",56.400002,57.900002,54.73,55.84,3412600,55.84
"2016-01-28",49.900002,50.200001,44.599998,45.580002,11008000,45.580002
"2016-01-29",45.009998,48.400002,44.59,47.91,4562000,47.91
"2016-02-01",47.459999,49.459999,46.650002,48.830002,3280300,48.830002
"2016-02-02",47.709999,47.73,44.610001,45.759998,4333200,45.759998
"2016-02-03",46.48,48.459999,44.880001,48.43,4192500,48.43
"2016-02-04",48.09,51.080002,47.98,48.68,2808300,48.68
"2016-02-05",47.759998,50.060001,47.509998,48.200001,2575800,48.200001
"2016-02-08",47.139999,47.759998,45.169998,46.610001,2405600,46.610001
"2016-02-09",45.509998,46.09,43.610001,44.779999,2661800,44.779999
"2016-02-10",45.16,46.720001,44.639999,45.5,1972300,45.5
"2016-02-11",43.959999,44.830002,41.900002,43.34,2716900,43.34
"2016-02-12",44.32,45.849998,43.529999,45.450001,2189700,45.450001
"2016-02-16",46.310001,47.77,45.59,47.560001,2241700,47.560001
"2016-02-17",48.02,49.189999,47.310001,48.18,2332600,48.18
"2016-02-18",48.779999,50.450001,47.73,49.869999,2797900,49.869999
"2016-02-19",49.220001,49.279999,46.650002,48.400002,2403600,48.400002
"2016-02-22",49.68,52.169998,49.650002,51.610001,2249200,51.610001
"2016-02-23",51.07,51.139999,49.380001,49.869999,1658800,49.869999
"2016-02-24",49.139999,49.77,47.02,49.68,2023600,49.68
"2016-02-25",49.52,50.419998,47.880001,50.360001,1316000,50.360001
"2016-02-26",51,52.32,50.669998,51.529999,1726200,51.529999
"2016-02-29",51.580002,52.52,50.959999,51.57,1915200,51.57
"2016-03-01",52.099998,52.709999,49.91,52.470001,2105200,52.470001
"2016-03-02",52.310001,54.529999,52.029999,54.310001,2054400,54.310001
"2016-03-03",54.41,56.639999,53.939999,56.560001,2009500,56.560001
"2016-03-04",57.049999,59.150002,55.689999,57.490002,2521800,57.490002
"2016-03-07",57.599998,60.82,57.599998,59.849998,2453000,59.849998
"2016-03-08",58.689999,58.939999,56.279999,56.84,2179200,56.84
"2016-03-09",57.119999,58.950001,55.93,58.240002,1347700,58.240002
"2016-03-10",58.32,59.169998,56.459999,57.919998,1483800,57.919998
"2016-03-11",58.889999,59.849998,58.529999,59.650002,1479200,59.650002
"2016-03-14",59.16,60.41,58.27,60.009998,1584300,60.009998
"2016-03-15",58.75,59.689999,58.450001,59.540001,1573200,59.540001
"2016-03-16",59.279999,61.98,59.150002,61.759998,2221500,61.759998
"2016-03-17",61.84,63.84,61.450001,63.369999,2119800,63.369999
"2016-03-18",63.860001,64.379997,61.57,62.91,2627100,62.91
"2016-03-21",62.75,63.990002,62.130001,63.540001,1496900,63.540001
"2016-03-22",62.830002,64.050003,62.68,63.77,1092100,63.77
"2016-03-23",63.77,63.77,61.25,61.599998,1626200,61.599998
"2016-03-24",61.029999,62.540001,60.060001,61.990002,1386000,61.990002
"2016-03-28",62.200001,62.630001,60.84,61.68,1332800,61.68
"2016-03-29",61.200001,62.669998,60.259998,62.560001,1419900,62.560001
"2016-03-30",63.07,64.199997,62.369999,62.790001,1151300,62.790001
"2016-03-31",62.580002,62.580002,60.740002,62.189999,2119600,62.189999
"2016-04-01",60.450001,61.02,58.849998,60.810001,2500700,60.810001
"2016-04-04",60.540001,61.290001,59.360001,59.470001,2650600,59.470001
"2016-04-05",58.400002,59.43,58.200001,58.48,2308600,58.48
"2016-04-06",58.740002,59.57,56.970001,59,2264100,59
"2016-04-07",58.27,59.810001,57.450001,57.950001,1771800,57.950001
"2016-04-08",59.009998,60.150002,58.860001,59.5,1377200,59.5
"2016-04-11",59.880001,60.990002,59.549999,59.580002,1467600,59.580002
"2016-04-12",59.709999,60.279999,58.720001,59.959999,943400,59.959999
"2016-04-13",60.82,62.380001,60.32,61.91,1664600,61.91
"2016-04-14",62.310001,62.549999,61.290001,61.34,1036800,61.34
"2016-04-15",61,61.240002,59.950001,61,1158900,61
"2016-04-18",60.360001,62.110001,60.130001,61.540001,1224800,61.540001
"2016-04-19",62.209999,62.330002,60.650002,61.150002,2011800,61.150002
"2016-04-20",61.049999,61.189999,60,60.139999,3440800,60.139999
"2016-04-21",57.150002,65.739998,56.009998,64.870003,7669000,64.870003
"2016-04-22",62.82,66.059998,62.52,66.010002,4653900,66.010002
"2016-04-25",65.779999,67.139999,64.360001,64.82,2381000,64.82
"2016-04-26",65.480003,67.059998,65.300003,66.900002,1946400,66.900002
"2016-04-27",66.849998,68.370003,66.43,68.07,1666500,68.07
"2016-04-28",67.699997,68.839996,66.660004,66.809998,1285300,66.809998
"2016-04-29",66.75,67.830002,65.879997,66.93,1397200,66.93
"2016-05-02",67.18,67.440002,64.989998,65.769997,1460800,65.769997
"2016-05-03",65.160004,65.480003,62.950001,63.490002,2069900,63.490002
"2016-05-04",63.16,64,61.5,61.869999,2175200,61.869999
"2016-05-05",62.490002,62.82,60.880001,61.040001,1990800,61.040001
"2016-05-06",59.029999,61.73,58.830002,61.5,2681100,61.5
"2016-05-09",61.150002,61.700001,60.759998,61.02,1747300,61.02
"2016-05-10",61.330002,63.369999,61.080002,62.939999,1506200,62.939999
"2016-05-11",62.66,63.279999,61.099998,61.759998,1604600,61.759998
"2016-05-12",62.150002,62.880001,60.57,60.869999,1598900,60.869999
"2016-05-13",60.639999,61.34,59.43,59.830002,1644200,59.830002
"2016-05-16",60.310001,61.790001,60.200001,60.939999,1411500,60.939999
"2016-05-17",61.669998,66.470001,61.669998,64.279999,4490000,64.279999
"2016-05-18",63.700001,66.269997,63.549999,64.860001,2381600,64.860001
"2016-05-19",64.150002,64.720001,62.650002,64.099998,1874500,64.099998
"2016-05-20",64.529999,65.660004,64.360001,65.269997,1254800,65.269997
"2016-05-23",65.110001,65.449997,64.209999,64.959999,1033900,64.959999
"2016-05-24",65.519997,66.029999,64.540001,65.75,1083900,65.75
"2016-05-25",66.099998,68.32,65.760002,68.089996,1787500,68.089996
"2016-05-26",68.5,70.089996,67.650002,68.199997,1561000,68.199997
"2016-05-27",68.150002,68.580002,67.57,68.400002,1053100,68.400002
"2016-05-31",68.419998,69.790001,68.160004,69.669998,1336400,69.669998
"2016-06-01",68.889999,69.470001,67.690002,69.449997,2049100,69.449997
"2016-06-02",69.029999,71.18,68.68,71.089996,1528000,71.089996
"2016-06-03",70.980003,71.639999,69.07,71.269997,1789200,71.269997
"2016-06-06",71.620003,73.910004,71.129997,73.669998,1667300,73.669998
"2016-06-07",73.559998,74.75,73.089996,74.480003,1219900,74.480003
"2016-06-08",74.68,76.040001,74.459999,74.919998,1336800,74.919998
"2016-06-09",73.860001,74.349998,72.690002,74.110001,934900,74.110001
"2016-06-10",72.849998,73.279999,70.739998,71.510002,2098600,71.510002
"2016-06-13",71.18,71.699997,70.190002,70.309998,1402800,70.309998
"2016-06-14",70.209999,71.639999,68.540001,70,2021100,70
"2016-06-15",70.290001,71.349998,69.290001,69.839996,1346600,69.839996
"2016-06-16",67.540001,67.860001,65.040001,67.010002,4257800,67.010002
"2016-06-17",67.639999,68.790001,67.209999,67.620003,3108900,67.620003
"2016-06-20",69.5,70.099998,68.830002,68.849998,1959000,68.849998
"2016-06-21",69.199997,69.480003,67.949997,68.959999,1224500,68.959999
"2016-06-22",69.459999,70.040001,68.82,69.010002,1105700,69.010002
"2016-06-23",70.360001,72.25,70.360001,72.230003,1452700,72.230003
"2016-06-24",68.419998,69.860001,65.949997,66.25,2941000,66.25
"2016-06-27",65.440002,65.669998,61.779999,62.27,2057100,62.27
"2016-06-28",63.5,64.080002,61.830002,62.970001,2265900,62.970001
"2016-06-29",63.900002,66,63.5,65.489998,1701100,65.489998
"2016-06-30",65.900002,67.120003,64.68,67.099998,1741300,67.099998
"2016-07-01",66.959999,67.5,65.809998,66.580002,2127400,66.580002
"2016-07-05",65.879997,66.339996,62.630001,63.470001,1722900,63.470001
"2016-07-06",62.810001,63.860001,61.919998,63.66,1897500,63.66
"2016-07-07",64.150002,65.739998,63.799999,64.629997,1971300,64.629997
"2016-07-08",65.589996,67.599998,65.589996,67.440002,1274300,67.440002
"2016-07-11",68.089996,69.220001,68.050003,68.260002,966400,68.260002
"2016-07-12",69.379997,70.559998,69.220001,70.290001,1699900,70.290001
"2016-07-13",70.480003,70.889999,68.459999,69.239998,1536400,69.239998
"2016-07-14",68.739998,70.059998,67.809998,69.589996,1330000,69.589996
"2016-07-15",69.980003,70.959999,69.529999,70.120003,1403300,70.120003
"2016-07-18",69.870003,69.870003,68.650002,69.18,1500400,69.18
"2016-07-19",68.410004,68.629997,67.089996,67.93,1816200,67.93
