"","Open","High","Low","Close","Volume","Adjusted"
"2015-08-11",166.960007,168.509995,166,168.509995,559700,168.509995
"2015-08-12",166.600006,167.580002,164.089996,166.940002,675500,166.940002
"2015-08-13",167.240005,170.940002,167.130005,169.279999,571600,169.279999
"2015-08-14",168.729996,171.100006,168.550003,171.039993,478900,171.039993
"2015-08-17",171.119995,171.610001,168.770004,171.389999,545500,171.389999
"2015-08-18",170.759995,176.770004,170.759995,173.320007,1023700,173.320007
"2015-08-19",173.649994,173.929993,172,172.619995,739700,172.619995
"2015-08-20",171.669998,172.910004,168.75,171.300003,840600,171.300003
"2015-08-21",167.770004,168.460007,162.169998,162.570007,1809900,162.570007
"2015-08-24",143,163.600006,120.379997,158.720001,2734400,158.720001
"2015-08-25",164.110001,164.429993,152.520004,153.259995,1752900,153.259995
"2015-08-26",154.300003,158.869995,154.039993,158.050003,1791600,158.050003
"2015-08-27",160.869995,162.990005,159.309998,160.240005,2454700,160.240005
"2015-08-28",164.779999,169.289993,158.130005,159,2919600,159
"2015-08-31",157.279999,160.660004,157.229996,158.089996,1110600,158.089996
"2015-09-01",155.350006,156.979996,153.020004,153.759995,1284000,153.759995
"2015-09-02",155.550003,158.889999,153.839996,158.509995,1041400,158.509995
"2015-09-03",158.600006,160.869995,158.259995,158.929993,948700,158.929993
"2015-09-04",157.220001,158.990005,156.039993,157.699997,601200,157.699997
"2015-09-08",160.720001,164.679993,158.020004,164.610001,1156300,164.610001
"2015-09-09",169,169.139999,163.320007,163.399994,1416300,163.399994
"2015-09-10",162,165.289993,161.399994,164.830002,1369600,164.830002
"2015-09-11",164.809998,165.550003,162.679993,165.059998,632000,165.059998
"2015-09-14",164.770004,165.720001,162.029999,163,658700,163
"2015-09-15",163.089996,165.130005,160.770004,164.059998,767300,164.059998
"2015-09-16",164.529999,164.919998,162.940002,164.720001,501200,164.720001
"2015-09-17",164.490005,169.25,163.919998,168.139999,1040500,168.139999
"2015-09-18",167.979996,170,166.910004,167.229996,1580200,167.229996
"2015-09-21",168.460007,170.020004,167.529999,168.690002,789700,168.690002
"2015-09-22",166.419998,167.660004,164.419998,165.779999,593600,165.779999
"2015-09-23",165.559998,168.259995,165.550003,168.100006,557600,168.100006
"2015-09-24",167.080002,168.690002,165.789993,168.009995,541700,168.009995
"2015-09-25",169.389999,170.220001,168,169.149994,769300,169.149994
"2015-09-28",168.020004,168.350006,163.419998,164.360001,948800,164.360001
"2015-09-29",163.899994,164.460007,160.589996,161.710007,819900,161.710007
"2015-09-30",163.949997,165.929993,162.350006,163.350006,751300,163.350006
"2015-10-01",164.259995,165.589996,162.779999,165.589996,828700,165.589996
"2015-10-02",163.910004,165.789993,161.009995,165.759995,930500,165.759995
"2015-10-05",166.830002,168.270004,165.330002,168.039993,1005700,168.039993
"2015-10-06",167.960007,167.960007,165.339996,165.910004,714500,165.910004
"2015-10-07",165.949997,167.740005,164.160004,165.050003,959000,165.050003
"2015-10-08",164.630005,165.779999,162.419998,163.940002,601900,163.940002
"2015-10-09",163.809998,166.199997,162.559998,165.800003,489800,165.800003
"2015-10-12",166.729996,167.119995,164.979996,166.070007,557200,166.070007
"2015-10-13",165.539993,167.330002,163.330002,163.850006,447700,163.850006
"2015-10-14",163.600006,164.089996,158.429993,159.259995,623000,159.259995
"2015-10-15",160.300003,161.210007,158.039993,161.059998,703200,161.059998
"2015-10-16",161.320007,167.380005,161.149994,166.110001,736600,166.110001
"2015-10-19",166.080002,168.630005,164.5,168.360001,689900,168.360001
"2015-10-20",169,170.130005,168.029999,169.210007,613000,169.210007
"2015-10-21",169.690002,170.130005,167.619995,168.220001,438300,168.220001
"2015-10-22",168.990005,170.25,167.710007,168.020004,439600,168.020004
"2015-10-23",169.919998,169.919998,163.740005,165.910004,560100,165.910004
"2015-10-26",166.009995,170,165.960007,169.199997,723800,169.199997
"2015-10-27",169.729996,169.919998,167.410004,169.089996,398300,169.089996
"2015-10-28",169.320007,173.990005,168.009995,172.960007,785000,172.960007
"2015-10-29",172.070007,173.5,171.119995,173.300003,456500,173.300003
"2015-10-30",173.360001,175.720001,172.740005,173.960007,713000,173.960007
"2015-11-02",174.880005,175.779999,171.169998,172.759995,611200,172.759995
"2015-11-03",171.919998,174.949997,171.899994,172.949997,645000,172.949997
"2015-11-04",173.320007,173.529999,169.389999,170.119995,508100,170.119995
"2015-11-05",170.580002,173.179993,169.5,172.529999,439900,172.529999
"2015-11-06",172.039993,173.210007,170.339996,172.639999,342900,172.639999
"2015-11-09",172.270004,172.270004,169.600006,171.559998,409200,171.559998
"2015-11-10",170.979996,174.100006,170.779999,174.080002,369500,174.080002
"2015-11-11",174.279999,174.669998,170.509995,170.690002,572800,170.690002
"2015-11-12",170.229996,171.490005,169.240005,169.360001,624700,169.360001
"2015-11-13",167.889999,168,151.520004,155.199997,3011500,155.199997
"2015-11-16",154.339996,160.419998,154.199997,159.479996,1663900,159.479996
"2015-11-17",160.589996,163.580002,160.009995,162.699997,789600,162.699997
"2015-11-18",163.740005,165.270004,160.619995,164.990005,547900,164.990005
"2015-11-19",165.240005,165.75,163.25,164.5,536700,164.5
"2015-11-20",165,170.539993,164.460007,170.509995,788100,170.509995
"2015-11-23",170.770004,173,169.580002,170.839996,727100,170.839996
"2015-11-24",169.779999,172.190002,169.369995,170.830002,646500,170.830002
"2015-11-25",170.009995,171.009995,169.169998,170.110001,710700,170.110001
"2015-11-27",170.589996,171.839996,169.880005,170.979996,352700,170.979996
"2015-11-30",173.009995,174.490005,165.839996,167,1823500,167
"2015-12-01",167.820007,168.949997,163.779999,165.830002,1111300,165.830002
"2015-12-02",165.830002,166.199997,162.580002,163.520004,1224500,163.520004
"2015-12-03",164.410004,165.360001,161,163.190002,2097400,163.190002
"2015-12-04",174.5,185.729996,173.869995,184.080002,5251600,184.080002
"2015-12-07",184.639999,186.270004,183.220001,184.240005,1615800,184.240005
"2015-12-08",182.25,185.490005,181.949997,185.080002,875300,185.080002
"2015-12-09",184.559998,186.649994,183.669998,184.059998,785700,184.059998
"2015-12-10",183.610001,185.809998,182.929993,183.110001,843200,183.110001
"2015-12-11",179.690002,183.789993,179.009995,182.470001,709300,182.470001
"2015-12-14",183.050003,187.220001,183.050003,185.539993,1076500,185.539993
"2015-12-15",186.179993,187.470001,184.460007,185.419998,853900,185.419998
"2015-12-16",185.429993,188,185.429993,187.270004,793300,187.270004
"2015-12-17",188,188.479996,184.759995,185.429993,777900,185.429993
"2015-12-18",184.949997,185.669998,184.029999,184.940002,2640700,184.940002
"2015-12-21",186.460007,187.300003,184.820007,186.490005,804100,186.490005
"2015-12-22",187.059998,187.190002,184.940002,186.119995,574000,186.119995
"2015-12-23",186.839996,186.839996,184.779999,186.270004,391100,186.270004
"2015-12-24",185.929993,186.699997,184.529999,184.929993,253100,184.929993
"2015-12-28",184.729996,186.320007,183.940002,184.770004,510600,184.770004
"2015-12-29",186.289993,187.690002,185.020004,185.309998,457700,185.309998
"2015-12-30",185.610001,186.25,184.699997,185.610001,357900,185.610001
"2015-12-31",184.610001,185.990005,183.830002,185,633800,185
"2016-01-04",182.669998,184.600006,180.460007,181.809998,1196000,181.809998
"2016-01-05",182.570007,183.880005,180.729996,182.669998,568000,182.669998
"2016-01-06",180.389999,183.270004,179.130005,183.210007,870400,183.210007
"2016-01-07",179.800003,186.490005,179.800003,182.979996,1034500,182.979996
"2016-01-08",184.800003,184.800003,181.649994,182.169998,847400,182.169998
"2016-01-11",182.639999,183.929993,179.860001,182,559600,182
"2016-01-12",182.809998,185.979996,182.75,185.619995,675400,185.619995
"2016-01-13",186,186,178.5,179.089996,877900,179.089996
"2016-01-14",179.089996,180.369995,173.860001,177.880005,1606700,177.880005
"2016-01-15",173.199997,174.490005,168.399994,170.449997,1658400,170.449997
"2016-01-19",171.979996,177.949997,170.389999,175.309998,1040700,175.309998
"2016-01-20",173.300003,175.960007,168.529999,174.259995,1556300,174.259995
"2016-01-21",174.5,180.580002,173.100006,176.5,1213300,176.5
"2016-01-22",177.949997,180.160004,175.550003,179.729996,1041300,179.729996
"2016-01-25",178.5,179.789993,175.25,175.660004,873600,175.660004
"2016-01-26",176.580002,179.949997,175.669998,179.130005,815300,179.130005
"2016-01-27",178.830002,179.559998,172.899994,173.929993,812800,173.929993
"2016-01-28",175.830002,175.839996,171.289993,174.339996,763700,174.339996
"2016-01-29",175.339996,181.300003,174.880005,181.169998,1054500,181.169998
"2016-02-01",179.919998,182.009995,177.759995,180.570007,748100,180.570007
"2016-02-02",179.740005,180.720001,176.460007,177.029999,650100,177.029999
"2016-02-03",180.5,181.429993,171.25,173.460007,1069100,173.460007
"2016-02-04",173.550003,173.550003,167.5,168.880005,1293300,168.880005
"2016-02-05",168.75,169.479996,155.809998,159.710007,2367500,159.710007
"2016-02-08",156.759995,156.850006,152.75,155.339996,1885500,155.339996
"2016-02-09",152,155.910004,148.600006,151.979996,1777300,151.979996
"2016-02-10",152.789993,156.119995,151.830002,153.839996,1439000,153.839996
"2016-02-11",152.539993,154.660004,150.100006,153.309998,1200600,153.309998
"2016-02-12",156.240005,158.639999,154.289993,158.490005,1066400,158.490005
"2016-02-16",160.610001,161.889999,157.600006,159.020004,971400,159.020004
"2016-02-17",160.509995,162.889999,158.160004,158.919998,1443800,158.919998
"2016-02-18",155.330002,155.949997,147.25,154.550003,3673500,154.550003
"2016-02-19",153.160004,153.389999,146.770004,150.070007,2825600,150.070007
"2016-02-22",151,156.869995,150.429993,156.270004,1572000,156.270004
"2016-02-23",156.630005,161.460007,156.300003,159.169998,1924200,159.169998
"2016-02-24",156.520004,161.229996,156,160.75,1248000,160.75
"2016-02-25",161.520004,164.270004,160.880005,164.25,1407100,164.25
"2016-02-26",165.570007,166.970001,162.539993,164.75,1205100,164.75
"2016-02-29",165,168.5,164,165.190002,1182300,165.190002
"2016-03-01",165.860001,168.649994,164.199997,168.410004,1053600,168.410004
"2016-03-02",168.210007,168.860001,165.710007,168.320007,776300,168.320007
"2016-03-03",167.410004,171.190002,166,169.380005,1123300,169.380005
"2016-03-04",169.960007,170.050003,167.580002,168.970001,628100,168.970001
"2016-03-07",168.570007,168.889999,163.050003,164.639999,1237900,164.639999
"2016-03-08",164.339996,165.479996,162.470001,162.960007,1652000,162.960007
"2016-03-09",164.699997,165.970001,158.210007,159.009995,2445400,159.009995
"2016-03-10",159.559998,164.320007,158.5,163.389999,3550000,163.389999
"2016-03-11",186.600006,192.059998,184.100006,191.619995,6130700,191.619995
"2016-03-14",189.520004,191.910004,188.839996,190.020004,1699300,190.020004
"2016-03-15",189.020004,191.009995,187.649994,187.869995,1185200,187.869995
"2016-03-16",187.100006,191,186.600006,190.020004,936700,190.020004
"2016-03-17",189.440002,190.679993,187.460007,188.009995,1029200,188.009995
"2016-03-18",188.320007,192.380005,187.899994,191.389999,1096100,191.389999
"2016-03-21",190.880005,193.779999,190.210007,192.350006,1037600,192.350006
"2016-03-22",190.440002,192.5,189.460007,191.649994,881400,191.649994
"2016-03-23",191.220001,193.070007,190.770004,191.570007,527300,191.570007
"2016-03-24",191.399994,192.710007,190.619995,191.759995,621200,191.759995
"2016-03-28",191.839996,193.600006,190.740005,191.910004,475800,191.910004
"2016-03-29",192.550003,193.929993,191.529999,193.369995,541900,193.369995
"2016-03-30",194.869995,195,192.330002,194.110001,613700,194.110001
"2016-03-31",193.869995,194.940002,192.619995,193.740005,737300,193.740005
"2016-04-01",192.619995,195.610001,192.100006,194.179993,507200,194.179993
"2016-04-04",194.679993,194.839996,191.369995,193.119995,583700,193.119995
"2016-04-05",192.270004,195.020004,192.009995,193.75,765300,193.75
"2016-04-06",193.910004,196.600006,193.419998,194.669998,657400,194.669998
"2016-04-07",194.119995,195.039993,191.850006,194.119995,867000,194.119995
"2016-04-08",201.940002,203.75,197.809998,200.509995,3611200,200.509995
"2016-04-11",201.509995,204.619995,200.630005,202.100006,1598700,202.100006
"2016-04-12",203.5,205.110001,201.639999,203.940002,1191000,203.940002
"2016-04-13",205.440002,207.75,205.029999,207.419998,1115900,207.419998
"2016-04-14",207.720001,207.720001,204.660004,205.669998,1364700,205.669998
"2016-04-15",206.339996,206.339996,202.309998,204.059998,11411000,204.059998
"2016-04-18",203.929993,207.050003,203.240005,206.910004,1112600,206.910004
"2016-04-19",206.199997,206.570007,203.089996,204.039993,1161800,204.039993
"2016-04-20",203.979996,205.119995,202.910004,204.419998,883400,204.419998
"2016-04-21",204.619995,207.669998,204.389999,205.860001,855100,205.860001
"2016-04-22",205.419998,206.479996,202.690002,205.389999,995300,205.389999
"2016-04-25",205.080002,207.830002,203.949997,207.369995,959700,207.369995
"2016-04-26",207.039993,208.220001,205.360001,208.130005,1126600,208.130005
"2016-04-27",207.320007,212.919998,207.320007,212.520004,1387700,212.520004
"2016-04-28",211.509995,211.970001,206.580002,206.990005,891100,206.990005
"2016-04-29",206.460007,208.539993,205.25,208.279999,826300,208.279999
"2016-05-02",208.289993,210.770004,207.539993,210.720001,666200,210.720001
"2016-05-03",208.399994,210.339996,206.740005,209.910004,901000,209.910004
"2016-05-04",209.050003,211.009995,208.710007,209.970001,543300,209.970001
"2016-05-05",209.779999,209.779999,204.460007,206.210007,844000,206.210007
"2016-05-06",205.199997,208.929993,204.050003,208.679993,774000,208.679993
"2016-05-09",205.649994,210.25,204.600006,208.460007,800300,208.460007
"2016-05-10",209.25,209.25,205.789993,208.270004,854100,208.270004
"2016-05-11",207.009995,207.699997,202.279999,202.850006,952000,202.850006
"2016-05-12",203.699997,208.410004,203,207.429993,761600,207.429993
"2016-05-13",207.029999,207.539993,203.289993,205.199997,633400,205.199997
"2016-05-16",204.850006,209.089996,204.389999,208.130005,482500,208.130005
"2016-05-17",207.210007,208.240005,203.279999,204.440002,875500,204.440002
"2016-05-18",204.449997,208.309998,203.179993,206.449997,1032500,206.449997
"2016-05-19",205,208.630005,205,207.889999,522800,207.889999
"2016-05-20",208.729996,208.949997,206.059998,208.470001,969000,208.470001
"2016-05-23",208.970001,209.979996,205.949997,206.020004,963200,206.020004
"2016-05-24",208.479996,209.720001,206.419998,206.589996,1391300,206.589996
"2016-05-25",206.610001,212.259995,206.610001,211.479996,1238000,211.479996
"2016-05-26",214,214.440002,211.550003,213.690002,1773200,213.690002
"2016-05-27",230.75,237.529999,228.529999,233.149994,3584500,233.149994
"2016-05-31",233.479996,234.149994,231.360001,233.009995,2141900,233.009995
"2016-06-01",233.289993,236.860001,232.600006,236.679993,871100,236.679993
"2016-06-02",236.240005,238.759995,234.809998,237.059998,781000,237.059998
"2016-06-03",236.800003,237.320007,234.179993,236.570007,778400,236.570007
"2016-06-06",238.660004,238.75,234.630005,236.740005,490200,236.740005
"2016-06-07",236.789993,239.949997,236.5,239.179993,716500,239.179993
"2016-06-08",240,240.690002,238.460007,239.360001,409200,239.360001
"2016-06-09",237.729996,240.509995,237.729996,240.009995,550000,240.009995
"2016-06-10",237.820007,240.240005,237.800003,239.979996,526300,239.979996
"2016-06-13",237.210007,240.830002,237.210007,237.949997,578100,237.949997
"2016-06-14",237.919998,239.320007,235.600006,237.880005,559500,237.880005
"2016-06-15",237.889999,240.330002,237.649994,238.229996,577700,238.229996
"2016-06-16",237.080002,240.410004,236.630005,239.820007,562500,239.820007
"2016-06-17",239.699997,239.979996,237.889999,238.039993,853400,238.039993
"2016-06-20",240.75,241.880005,239.179993,240.199997,647000,240.199997
"2016-06-21",240.899994,241.429993,239.699997,240.470001,485100,240.470001
"2016-06-22",241.080002,241.119995,238.110001,238.229996,622500,238.229996
"2016-06-23",240.050003,242.229996,238.339996,242.080002,600900,242.080002
"2016-06-24",236.139999,242.910004,236.009995,239.160004,1463600,239.160004
"2016-06-27",236.779999,238.559998,232.570007,235.039993,825900,235.039993
"2016-06-28",237.080002,237.5,234.619995,236.210007,793900,236.210007
"2016-06-29",238.5,241.830002,237.839996,240.660004,749100,240.660004
"2016-06-30",242,244,240.179993,243.639999,614600,243.639999
"2016-07-01",242.869995,245.380005,241.020004,243.740005,561200,243.740005
"2016-07-05",243.440002,245.300003,242.399994,244.720001,604100,244.720001
"2016-07-06",244.570007,248.419998,244.309998,247.770004,758300,247.770004
"2016-07-07",247.669998,248.679993,245.059998,247.289993,514000,247.289993
"2016-07-08",248.520004,253.110001,247.509995,250.820007,742500,250.820007
"2016-07-11",252,253.199997,250.649994,252.289993,504000,252.289993
"2016-07-12",253.880005,254.660004,251.300003,253.25,551600,253.25
"2016-07-13",252.990005,253.770004,250.050003,250.130005,471200,250.130005
"2016-07-14",251.949997,255.300003,251.300003,255.110001,785500,255.110001
"2016-07-15",256.829987,256.880005,255.259995,255.809998,666300,255.809998
"2016-07-18",256.019989,256.839996,255.100006,256.089996,544900,256.089996
"2016-07-19",256,256.910004,254.529999,256.910004,383100,256.910004
"2016-07-20",257.420013,257.540009,255.679993,255.800003,481700,255.800003
"2016-07-21",255.149994,256.779999,254.619995,254.910004,449500,254.910004
"2016-07-22",255.029999,258.779999,254.899994,258.600006,379000,258.600006
"2016-07-25",258.959991,260,258.410004,259.549988,344300,259.549988
